sequence_index,word,layer
329,"manipulate","必考词"
330,"manner","必考词"
331,"margin","必考词"
332,"marginal","必考词"
333,"mass","必考词"
334,"massive","必考词"
335,"massacre","必考词"
336,"occupation","必考词"
337,"occupy","必考词"
338,"occur","必考词"
339,"occurrence","必考词"
340,"offend","必考词"
341,"offer","必考词"
342,"offset","必考词"
343,"offspring","必考词"
344,"paragraph","必考词"
345,"paralyse","必考词"
346,"parallel","必考词"
347,"part","必考词"
348,"partial","必考词"
349,"participant","必考词"
350,"participate","必考词"
351,"particle","必考词"
352,"particular","必考词"
353,"partly","必考词"
354,"partner","必考词"
355,"passion","必考词"
356,"passive","必考词"
357,"quick","必考词"
358,"quit","必考词"
359,"quest","必考词"
360,"questionnaire","必考词"
361,"quote","必考词"
362,"span","必考词"
363,"spare","必考词"
364,"schedule","必考词"
365,"scheme","必考词"
366,"science","必考词"
367,"scientific","必考词"
368,"scientist","必考词"
369,"patch","必考词"
370,"patent","必考词"
371,"pattern","必考词"
372,"pay","必考词"
373,"payment","必考词"
374,"peculiar","必考词"
375,"peer","必考词"
376,"per","必考词"
377,"perceive","必考词"
378,"percentage","必考词"
379,"perfect","必考词"
380,"rail","必考词"
381,"railway","必考词"
382,"raise","必考词"
383,"rally","必考词"
384,"random","必考词"
385,"range","必考词"
386,"rank","必考词"
387,"master","必考词"
388,"masterpiece","必考词"
389,"mate","必考词"
390,"material","必考词"
391,"mathematical","必考词"
392,"mature","必考词"
393,"maximum","必考词"
394,"mean","必考词"
395,"meaning","必考词"
396,"means","必考词"
397,"meantime","必考词"
398,"meanwhile","必考词"
399,"measure","必考词"
400,"opening","必考词"
401,"opera","必考词"
402,"operate","必考词"
403,"operation","必考词"
404,"operational","必考词"
405,"operator","必考词"
406,"opinion","必考词"
407,"opportunity","必考词"
408,"opponent","必考词"
409,"oppose","必考词"
410,"opposite","必考词"
411,"oppress","必考词"
412,"scope","必考词"
413,"score","必考词"
414,"scorn","必考词"
415,"secure","必考词"
416,"security","必考词"
417,"see","必考词"
418,"seek","必考词"
419,"seem","必考词"
420,"seemingly","必考词"
421,"thrift","必考词"
422,"thrill","必考词"
423,"thrive","必考词"
424,"through","必考词"
425,"throughout","必考词"
426,"tip","必考词"
427,"title","必考词"
428,"urban","必考词"
429,"urge","必考词"
430,"urgent","必考词"
431,"utilize","必考词"
432,"utter","必考词"
433,"wonder","必考词"
434,"worship","必考词"
435,"worth","必考词"
436,"worthwhile","必考词"
437,"worthy","必考词"
438,"write","必考词"
439,"writer","必考词"
440,"tow","必考词"
441,"towards","必考词"
442,"take","必考词"
443,"talent","必考词"
444,"target","必考词"
445,"taste","必考词"
446,"technical","必考词"
447,"technician","必考词"
448,"technique","必考词"
449,"technology","必考词"
450,"teenager","必考词"
451,"temper","必考词"
452,"temperature","必考词"
453,"temporal","必考词"
454,"temporary","必考词"
455,"tempt","必考词"
456,"temptation","必考词"
457,"tend","必考词"
458,"tendency","必考词"
459,"tentative","必考词"
460,"term","必考词"
461,"terminal","必考词"
462,"terminate","必考词"
463,"testify","必考词"
464,"trace","必考词"
465,"track","必考词"
466,"tradition","必考词"
467,"ultimate","必考词"
468,"underestimate","必考词"
469,"undergo","必考词"
470,"underlie","必考词"
471,"underlying","必考词"
472,"underline","必考词"
473,"understand","必考词"
474,"understanding","必考词"
475,"undertake","必考词"
476,"uneasy","必考词"
477,"unemployment","必考词"
478,"unexpected","必考词"
479,"unify","必考词"
480,"union","必考词"
481,"unique","必考词"
482,"universal","必考词"
483,"universe","必考词"
484,"unlike","必考词"
485,"unlikely","必考词"
486,"unusual","必考词"
487,"vague","必考词"
488,"vain","必考词"
489,"valid","必考词"
490,"valuable","必考词"
491,"value","必考词"
492,"vanish","必考词"
493,"variable","必考词"
494,"variance","必考词"
495,"variation","必考词"
496,"variety","必考词"
497,"various","必考词"
498,"vary","必考词"
499,"vast","必考词"
500,"wage","必考词"
501,"wander","必考词"
502,"want","必考词"
503,"way","必考词"
504,"weak","必考词"
505,"wear","必考词"
506,"weary","必考词"
507,"weigh","必考词"
508,"weight","必考词"
509,"weird","必考词"
510,"welfare","必考词"
511,"whirl","必考词"
512,"whisper","必考词"
513,"yield","必考词"
514,"youth","必考词"
515,"zigzag","必考词"
516,"zone","必考词"
517,"zoom","必考词"
518,"key","必考词"
519,"knit","必考词"
520,"brisk","必考词"
521,"brief","必考词"
522,"browse","必考词"
523,"aggravate","必考词"
524,"aggregate","必考词"
525,"aggressive","必考词"
526,"agitate","必考词"
527,"agreeable","必考词"
528,"aid","必考词"
529,"aim","必考词"
530,"alarm","必考词"
531,"alien","必考词"
532,"alienate","必考词"
533,"allocate","必考词"
534,"allow","必考词"
535,"alter","必考词"
536,"alternate","必考词"
537,"alternative","必考词"
538,"comparable","必考词"
539,"comparative","必考词"
540,"compare","必考词"
541,"comparison","必考词"
542,"compel","必考词"
543,"compensate","必考词"
544,"compete","必考词"
545,"competition","必考词"
546,"competitive","必考词"
547,"competent","必考词"
548,"compile","必考词"
549,"complain","必考词"
550,"complaint","必考词"
551,"complement","必考词"
552,"complete","必考词"
553,"complex","必考词"
554,"complicate","必考词"
555,"complicated","必考词"
556,"comply","必考词"
557,"compliment","必考词"
558,"differ","必考词"
559,"difference","必考词"
560,"diffuse","必考词"
561,"emphasis","必考词"
562,"emphasize","必考词"
563,"employ","必考词"
564,"employee","必考词"
565,"employer","必考词"
566,"employment","必考词"
567,"enable","必考词"
568,"encounter","必考词"
569,"encourage","必考词"
570,"end","必考词"
571,"endeavour","必考词"
572,"endorse","必考词"
573,"indicate","必考词"
574,"indication","必考词"
575,"indicative","必考词"
576,"outrage","必考词"
577,"outset","必考词"
578,"outside","必考词"
579,"outward","必考词"
580,"special","必考词"
581,"specialist","必考词"
582,"specialize","必考词"
583,"speciality","必考词"
584,"species","必考词"
585,"specific","必考词"
586,"specification","必考词"
587,"specify","必考词"
588,"speculate","必考词"
589,"acclaim","必考词"
590,"accommodate","必考词"
591,"accommodation","必考词"
592,"accompany","必考词"
593,"accomplish","必考词"
594,"account","必考词"
595,"accountant","必考词"
596,"bias","必考词"
597,"bid","必考词"
598,"bill","必考词"
599,"billion","必考词"
600,"birth","必考词"
601,"charge","必考词"
602,"charm","必考词"
603,"chase","必考词"
604,"demand","必考词"
605,"democracy","必考词"
606,"democratic","必考词"
607,"demographic","必考词"
608,"demonstrate","必考词"
609,"denote","必考词"
610,"denial","必考词"
611,"deny","必考词"
612,"department","必考词"
613,"depend","必考词"
614,"dependent","必考词"
615,"deposit","必考词"
616,"depress","必考词"
617,"emerge","必考词"
618,"emergency","必考词"
619,"eminent","必考词"
620,"emotion","必考词"
621,"fear","必考词"
622,"fearful","必考词"
623,"feature","必考词"
624,"federal","必考词"
625,"federation","必考词"
626,"feed","必考词"
627,"feedback","必考词"
628,"feeling","必考词"
629,"fertile","必考词"
630,"goal","必考词"
631,"goods","必考词"
632,"govern","必考词"
633,"government","必考词"
634,"governor","必考词"
635,"gradual","必考词"
636,"graduate","必考词"
637,"grand","必考词"
638,"grant","必考词"
639,"heap","必考词"
640,"heal","必考词"
641,"health","必考词"
642,"healthy","必考词"
643,"hesitate","必考词"
644,"highlight","必考词"
645,"highly","必考词"
646,"immediate","必考词"
647,"immense","必考词"
648,"immerse","必考词"
649,"immigrant","必考词"
650,"imminent","必考词"
651,"immune","必考词"
652,"likely","必考词"
653,"likelihood","必考词"
654,"likewise","必考词"
655,"self","必考词"
656,"selfish","必考词"
657,"choke","必考词"
658,"chop","必考词"
659,"circumstance","必考词"
660,"cite","必考词"
661,"claim","必考词"
662,"clear","必考词"
663,"border","必考词"
664,"bore","必考词"
665,"born","必考词"
666,"bother","必考词"
667,"acquire","必考词"
668,"acquisition","必考词"
669,"act","必考词"
670,"action","必考词"
671,"activate","必考词"
672,"active","必考词"
673,"activity","必考词"
674,"actual","必考词"
675,"acute","必考词"
676,"despise","必考词"
677,"despite","必考词"
678,"energetic","必考词"
679,"energy","必考词"
680,"enforce","必考词"
681,"engage","必考词"
682,"engagement","必考词"
683,"fold","必考词"
684,"folk","必考词"
685,"follow","必考词"
686,"following","必考词"
687,"force","必考词"
688,"fore","必考词"
689,"forecast","必考词"
690,"foresee","必考词"
691,"forge","必考词"
692,"grim","必考词"
693,"grasp","必考词"
694,"grip","必考词"
695,"gross","必考词"
696,"ground","必考词"
697,"group","必考词"
698,"guarantee","必考词"
699,"guard","必考词"
700,"include","必考词"
701,"inclusive","必考词"
702,"income","必考词"
703,"incorporate","必考词"
704,"increase","必考词"
705,"increasingly","必考词"
706,"incredible","必考词"
707,"incur","必考词"
708,"link","必考词"
709,"list","必考词"
710,"literally","必考词"
711,"literary","必考词"
712,"literature","必考词"
713,"memo","必考词"
714,"memorial","必考词"
715,"memory","必考词"
716,"mental","必考词"
717,"mention","必考词"
718,"mentor","必考词"
719,"other","必考词"
720,"otherwise","必考词"
721,"outcome","必考词"
722,"sign","必考词"
723,"signature","必考词"
724,"signal","必考词"
725,"significance","必考词"
726,"significant","必考词"
727,"signify","必考词"
728,"similar","必考词"
729,"simple","必考词"
730,"simplicity","必考词"
731,"simplify","必考词"
732,"simply","必考词"
733,"slack","必考词"
734,"addict","必考词"
735,"add","必考词"
736,"addition","必考词"
737,"additional","必考词"
738,"address","必考词"
739,"adequate","必考词"
740,"adjust","必考词"
741,"administration","必考词"
742,"admire","必考词"
743,"admission","必考词"
744,"admit","必考词"
745,"adapt","必考词"
746,"adopt","必考词"
747,"adult","必考词"
748,"brace","必考词"
749,"brain","必考词"
750,"branch","必考词"
751,"brand","必考词"
752,"toss","必考词"
753,"total","必考词"
754,"touch","必考词"
755,"tough","必考词"
756,"treat","必考词"
757,"treaty","必考词"
758,"trend","必考词"
759,"vice","必考词"
760,"vicious","必考词"
761,"victim","必考词"
762,"click","必考词"
763,"client","必考词"
764,"cling","必考词"
765,"close","必考词"
766,"closet","必考词"
767,"code","必考词"
768,"personal","必考词"
769,"personality","必考词"
770,"personnel","必考词"
771,"form","必考词"
772,"formal","必考词"
773,"format","必考词"
774,"formation","必考词"
775,"former","必考词"
776,"formidable","必考词"
777,"formula","必考词"
778,"formulate","必考词"
779,"fortunate","必考词"
780,"fortune","必考词"
781,"guide","必考词"
782,"guidance","必考词"
783,"guideline","必考词"
784,"guild","必考词"
785,"guilt","必考词"
786,"guilty","必考词"
787,"recognition","必考词"
788,"recognize","必考词"
789,"recommend","必考词"
790,"recover","必考词"
791,"recovery","必考词"
792,"recruit","必考词"
793,"sell","必考词"
794,"send","必考词"
795,"senior","必考词"
796,"smart","必考词"
797,"smell","必考词"
798,"soak","必考词"
799,"soar","必考词"
800,"sociable","必考词"
801,"social","必考词"
802,"socialism","必考词"
803,"society","必考词"
804,"sociology","必考词"
805,"soluble","必考词"
806,"solution","必考词"
807,"solve","必考词"
808,"detach","必考词"
809,"detail","必考词"
810,"detain","必考词"
811,"shadow","必考词"
812,"shade","必考词"
813,"sort","必考词"
814,"soul","必考词"
815,"sound","必考词"
816,"sour","必考词"
817,"source","必考词"
818,"advance","必考词"
819,"advanced","必考词"
820,"advantage","必考词"
821,"advice","必考词"
822,"advise","必考词"
823,"advisable","必考词"
824,"advocate","必考词"
825,"aesthetic","必考词"
826,"affair","必考词"
827,"affect","必考词"
828,"affection","必考词"
829,"affiliate","必考词"
830,"affirm","必考词"
831,"afford","必考词"
832,"breach","必考词"
833,"break","必考词"
834,"breakdown","必考词"
835,"breed","必考词"
836,"brevity","必考词"
837,"coincide","必考词"
838,"collapse","必考词"
839,"colleague","必考词"
840,"collect","必考词"
841,"collection","必考词"
842,"collective","必考词"
843,"collide","必考词"
844,"column","必考词"
845,"combat","必考词"
846,"combine","必考词"
847,"command","必考词"
848,"commend","必考词"
849,"comment","必考词"
850,"commerce","必考词"
851,"commercial","必考词"
852,"commission","必考词"
853,"commit","必考词"
854,"committee","必考词"
855,"commodity","必考词"
856,"common","必考词"
857,"communicate","必考词"
858,"communication","必考词"
859,"communism","必考词"
860,"community","必考词"
861,"detect","必考词"
862,"deter","必考词"
863,"deteriorate","必考词"
864,"determine","必考词"
865,"develop","必考词"
866,"device","必考词"
867,"devise","必考词"
868,"ensure","必考词"
869,"entail","必考词"
870,"indeed","必考词"
871,"independence","必考词"
872,"independent","必考词"
873,"index","必考词"
874,"mere","必考词"
875,"merely","必考词"
876,"plausible","必考词"
877,"plea","必考词"
878,"plead","必考词"
879,"plot","必考词"
880,"policy","必考词"
881,"polite","必考词"
882,"political","必考词"
883,"politician","必考词"
884,"politics","必考词"
885,"poll","必考词"
886,"ponder","必考词"
887,"beam","必考词"
888,"become","必考词"
889,"deprive","必考词"
890,"derive","必考词"
891,"describe","必考词"
892,"description","必考词"
893,"deserve","必考词"
894,"design","必考词"
895,"designate","必考词"
896,"desirable","必考词"
897,"desire","必考词"
898,"flaw","必考词"
899,"flexible","必考词"
900,"fling","必考词"
901,"flourish","必考词"
902,"grow","必考词"
903,"grown-up","必考词"
904,"growth","必考词"
905,"hinder","必考词"
906,"hint","必考词"
907,"hitherto","必考词"
908,"impact","必考词"
909,"impair","必考词"
910,"impart","必考词"
911,"implement","必考词"
912,"implication","必考词"
913,"implicit","必考词"
914,"imply","必考词"
915,"import","必考词"
916,"importance","必考词"
917,"important","必考词"
918,"impose","必考词"
919,"impress","必考词"
920,"impression","必考词"
921,"impressive","必考词"
922,"improve","必考词"
923,"impulse","必考词"
924,"limit","必考词"
925,"limitation","必考词"
926,"limited","必考词"
927,"origin","必考词"
928,"original","必考词"
929,"originate","必考词"
930,"petition","必考词"
931,"phase","必考词"
932,"phenomenon","必考词"
933,"philosopher","必考词"
934,"philosophy","必考词"
935,"phrase","必考词"
936,"physical","必考词"
937,"physician","必考词"
938,"pierce","必考词"
939,"corporate","必考词"
940,"corporation","必考词"
941,"reason","必考词"
942,"reasonable","必考词"
943,"recent","必考词"
944,"serve","必考词"
945,"servant","必考词"
946,"service","必考词"
947,"set","必考词"
948,"setback","必考词"
949,"setting","必考词"
950,"settle","必考词"
951,"settlement","必考词"
952,"several","必考词"
953,"severe","必考词"
954,"shape","必考词"
955,"share","必考词"
956,"sharp","必考词"
957,"shelter","必考词"
958,"sophisticated","必考词"
959,"sovereign","必考词"
960,"sow","必考词"
961,"toll","必考词"
962,"tone","必考词"
963,"topic","必考词"
964,"perform","必考词"
965,"performance","必考词"
966,"period","必考词"
967,"periodical","必考词"
968,"perish","必考词"
969,"perpetual","必考词"
970,"perplex","必考词"
971,"perspective","必考词"
972,"pessimistic","必考词"
973,"optimistic","必考词"
974,"optimum","必考词"
975,"option","必考词"
976,"optional","必考词"
977,"organ","必考词"
978,"organic","必考词"
979,"organism","必考词"
980,"organization","必考词"
981,"organize","必考词"
982,"enhance","必考词"
983,"enlarge","必考词"
984,"enlighten","必考词"
985,"rake","必考词"
986,"rare","必考词"
987,"rarely","必考词"
988,"rate","必考词"
989,"ratio","必考词"
990,"rational","必考词"
991,"reach","必考词"
992,"react","必考词"
993,"realistic","必考词"
994,"reality","必考词"
995,"realize","必考词"
996,"select","必考词"
997,"selection","必考词"
998,"sense","必考词"
999,"sensation","必考词"
1000,"sensible","必考词"
1001,"sensitive","必考词"
1002,"separate","必考词"
1003,"sequence","必考词"
1004,"serial","必考词"
1005,"series","必考词"
1006,"serious","必考词"
1007,"toast","必考词"
1008,"together","必考词"
1009,"token","必考词"
1010,"tolerance","必考词"
1011,"tolerant","必考词"
1012,"tolerate","必考词"
1013,"accumulate","必考词"
1014,"accuracy","必考词"
1015,"accurate","必考词"
1016,"accuse","必考词"
1017,"achieve","必考词"
1018,"acknowledge","必考词"
1019,"cheer","必考词"
1020,"chemical","必考词"
1021,"cherish","必考词"
1022,"chip","必考词"
1023,"choice","必考词"
1024,"choose","必考词"
1025,"board","必考词"
1026,"boast","必考词"
1027,"bonus","必考词"
1028,"boom","必考词"
1029,"boost","必考词"
1030,"verbal","必考词"
1031,"verdict","必考词"
1032,"verify","必考词"
1033,"verse","必考词"
1034,"version","必考词"
1035,"vessel","必考词"
1036,"holy","必考词"
1037,"honour","必考词"
1038,"honourable","必考词"
1039,"horizon","必考词"
1040,"horizontal","必考词"
1041,"ingenious","必考词"
1042,"ingredient","必考词"
1043,"initial","必考词"
1044,"initiate","必考词"
1045,"initiative","必考词"
1046,"local","必考词"
1047,"locality","必考词"
1048,"locate","必考词"
1049,"location","必考词"
1050,"neglect","必考词"
1051,"negligible","必考词"
1052,"prescribe","必考词"
1053,"prescription","必考词"
1054,"presence","必考词"
1055,"present","必考词"
1056,"presently","必考词"
1057,"preserve","必考词"
1058,"preside","必考词"
1059,"press","必考词"
1060,"pressure","必考词"
1061,"prestige","必考词"
1062,"presumably","必考词"
1063,"presume","必考词"
1064,"prevent","必考词"
1065,"previous","必考词"
1066,"prey","必考词"
1067,"reliable","必考词"
1068,"reliance","必考词"
1069,"religion","必考词"
1070,"religious","必考词"
1071,"rely","必考词"
1072,"straight","必考词"
1073,"straightforward","必考词"
1074,"strain","必考词"
1075,"strategy","必考词"
1076,"strength","必考词"
1077,"strengthen","必考词"
1078,"strenuous","必考词"
1079,"transaction","必考词"
1080,"transfer","必考词"
1081,"transform","必考词"
1082,"transient","必考词"
1083,"translation","必考词"
1084,"architect","必考词"
1085,"architecture","必考词"
1086,"archive","必考词"
1087,"area","必考词"
1088,"arena","必考词"
1089,"argue","必考词"
1090,"argument","必考词"
1091,"arise","必考词"
1092,"arouse","必考词"
1093,"array","必考词"
1094,"visible","必考词"
1095,"vision","必考词"
1096,"visual","必考词"
1097,"vital","必考词"
1098,"vivid","必考词"
1099,"void","必考词"
1100,"volume","必考词"
1101,"consequence","必考词"
1102,"consequently","必考词"
1103,"conservation","必考词"
1104,"conservative","必考词"
1105,"consider","必考词"
1106,"considerable","必考词"
1107,"considerate","必考词"
1108,"consume","必考词"
1109,"consumption","必考词"
1110,"dispute","必考词"
1111,"dissolve","必考词"
1112,"exchange","必考词"
1113,"exclude","必考词"
1114,"exclusive","必考词"
1115,"confine","必考词"
1116,"confirm","必考词"
1117,"conflict","必考词"
1118,"confidence","必考词"
1119,"confident","必考词"
1120,"confidential","必考词"
1121,"configuration","必考词"
1122,"trail","必考词"
1123,"train","必考词"
1124,"training","必考词"
1125,"trait","必考词"
1126,"view","必考词"
1127,"viewpoint","必考词"
1128,"violence","必考词"
1129,"violent","必考词"
1130,"virtual","必考词"
1131,"virtue","必考词"
1132,"apparent","必考词"
1133,"appeal","必考词"
1134,"appear","必考词"
1135,"appearance","必考词"
1136,"appliance","必考词"
1137,"applicable","必考词"
1138,"application","必考词"
1139,"appoint","必考词"
1140,"appointment","必考词"
1141,"apply","必考词"
1142,"appreciate","必考词"
1143,"discriminate","必考词"
1144,"discuss","必考词"
1145,"disease","必考词"
1146,"escape","必考词"
1147,"especially","必考词"
1148,"essay","必考词"
1149,"essence","必考词"
1150,"essential","必考词"
1151,"establish","必考词"
1152,"estimate","必考词"
1153,"ethic","必考词"
1154,"ethnic","必考词"
1155,"evaluate","必考词"
1156,"industrial","必考词"
1157,"industrialize","必考词"
1158,"industry","必考词"
1159,"inevitable","必考词"
1160,"miserable","必考词"
1161,"misery","必考词"
1162,"mislead","必考词"
1163,"mix","必考词"
1164,"mixture","必考词"
1165,"necessary","必考词"
1166,"necessitate","必考词"
1167,"necessity","必考词"
1168,"negative","必考词"
1169,"negotiate","必考词"
1170,"outer","必考词"
1171,"outlet","必考词"
1172,"outline","必考词"
1173,"outlook","必考词"
1174,"output","必考词"
1175,"poverty","必考词"
1176,"power","必考词"
1177,"practical","必考词"
1178,"practice","必考词"
1179,"practise","必考词"
1180,"practitioner","必考词"
1181,"preach","必考词"
1182,"precede","必考词"
1183,"precaution","必考词"
1184,"precedent","必考词"
1185,"preceding","必考词"
1186,"precious","必考词"
1187,"precise","必考词"
1188,"precision","必考词"
1189,"stress","必考词"
1190,"stretch","必考词"
1191,"remote","必考词"
1192,"remove","必考词"
1193,"removal","必考词"
1194,"remain","必考词"
1195,"remainder","必考词"
1196,"remains","必考词"
1197,"remedy","必考词"
1198,"remember","必考词"
1199,"remind","必考词"
1200,"render","必考词"
1201,"contemporary","必考词"
1202,"contempt","必考词"
1203,"content","必考词"
1204,"contend","必考词"
1205,"contest","必考词"
1206,"context","必考词"
